City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Arlit,NE,18.7369,7.3853,93.67,30,6,12.5,clear sky
701,Pacasmayo,PE,-7.4006,-79.5714,64.35,86,0,9.75,clear sky
702,Cayenne,GF,4.9333,-52.3333,80.1,86,14,5.01,light rain
703,Catuday,PH,16.2923,119.8062,81.97,82,100,21.81,overcast clouds
704,Kyrylivka,UA,46.3759,35.3675,77.49,64,0,8.93,clear sky
705,Pandan,PH,14.0453,124.1694,87.22,67,100,13.0,overcast clouds
706,Yingkou,CN,40.6648,122.2283,77.92,76,65,7.14,light rain
707,Alice Springs,AU,-23.7,133.8833,67.55,28,50,14.97,scattered clouds
708,Leiva,CO,1.9339,-77.3025,64.0,71,88,0.56,overcast clouds
709,Sao Francisco De Paula,BR,-29.4481,-50.5836,47.48,90,31,3.06,scattered clouds
710,Ereymentau,KZ,51.6199,73.1033,73.6,53,0,9.17,clear sky
711,Chumphon,TH,10.3333,98.8333,83.39,87,100,9.06,overcast clouds
712,Agadez,NE,19.75,10.25,88.5,12,3,6.4,clear sky
713,Dawei,MM,14.0833,98.2,80.67,89,100,8.59,heavy intensity rain
714,Lawrenceburg,US,38.0373,-84.8966,72.32,88,90,0.0,overcast clouds
715,Gombe,NG,10.2897,11.1673,71.49,93,100,6.87,light rain
716,Silvan,TR,38.1419,41.0081,70.09,41,0,5.3,clear sky
717,Gidam,IN,18.9833,81.4,75.27,90,100,6.02,overcast clouds
718,Nome,US,64.5011,-165.4064,54.16,94,90,8.05,mist
